Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad 
0,18,1.71,50,0,1,1.64,3.45,0,0,1.1,0,0.42,1,0,0,0
0,18,1.76,50.28,0,1,1.57,3,0,0,1.99,0,0.11,1,0,0,0
0,18,1.7,50,0,1,1.04,3.21,0,0,1.75,0,0.12,1,0,0,0
0,19,1.57,41.22,0,1,1.65,1.51,0,0,1.55,0,0.23,1.973,0,0,0
0,20,1.54,39.1,0,1,1.12,3,0,0,2,0,2.43,1.626,0,0,0
0,20,1.53,41.27,0,1,2.67,2.78,1,0,1.25,0,0.04,0.404,0,0,0
1,20,1.76,55.37,1,1,2.12,4,0,0,2.58,0,2,1.511,0,2,0
1,18,1.84,60,1,1,3,3.73,0,0,2,0,2,0.385,0,2,0
1,18,1.86,58.67,1,1,2.34,3.94,0,0,2.31,0,2.01,1.128,0,2,0
1,18,1.83,59.93,1,1,2.86,4,0,0,2,0,2,0.008,0,2,0
1,17,1.82,58.44,1,1,2.56,3.05,0,0,2,0,2.01,0.589,0,2,0
1,17,1.81,59.24,1,1,2.42,4,0,0,2,0,2,0.039,0,2,0
1,18,1.71,50.66,1,1,1.79,3,0,0,1.55,0,0.51,1.608,0,0,0
1,18,1.71,51.31,1,1,1.3,3,0,0,1.76,0,0.06,1.673,0,0,0
1,18,1.74,50.95,1,1,1.89,3,0,0,1.96,0,0.52,1.151,0,0,0
0,19,1.57,44.32,0,0,2.98,3,1,0,1.02,1,1.33,0,0,0,0
0,19,1.58,44.75,0,0,3,2.98,1,0,1.25,1,0.98,0,0,0,0
0,20,1.6,45,0,0,3,3,1,0,2.49,1,1.23,0,0,0,0
0,20,1.54,42,0,1,3,1,1,0,1.5,0,0,0.513,0,0,0
0,19,1.53,42,0,1,2.75,1.39,1,0,1.32,0,0.46,0.801,0,0,0
0,19,1.53,42,0,1,3,1,1,0,1.76,0,0,0.561,0,0,0
1,18,1.72,52.29,1,1,1.2,3,0,0,1.93,0,0.02,1.747,0,0,0
1,18,1.72,53.78,1,1,2,3.13,0,0,2.07,0,1.49,2,0,0,0
1,18,1.74,50.25,1,1,1.87,3,0,0,1.28,0,0.68,1.487,0,0,0
1,27,1.82,86.96,0,1,2.34,1.58,0,0,2,0,2,0.554,0,2,2
1,21,1.64,70,0,1,2,1,0,0,2.12,0,0.77,0,0,0,2
1,25,1.81,85.64,0,1,1.45,3.99,0,0,2.15,0,0.05,1,0,2,2
1,22,1.7,75.58,1,1,2.2,3.62,0,0,1.82,0,0.99,0,0,0,2
1,21,1.62,68.87,0,1,1.21,3,0,0,2.41,0,0.95,0.479,0,0,2
1,19,1.86,88.97,1,1,2,3,0,0,1.02,0,0,0.375,0,0,2
0,42,1.72,82.92,0,1,2.82,3.36,0,0,2.72,0,3,0.266,0,2,2
1,21,1.86,86.41,1,1,2,3,0,0,1.35,0,1.1,1,0,0,2
1,22,1.7,75,1,1,2,3,0,0,1.83,0,0.7,0.142,0,0,2
0,19,1.75,80,1,1,2,1.74,0,0,2.21,0,2.64,0.707,1,0,2
1,24,1.7,75,1,1,2,3,0,0,2,0,0.35,1.416,0,0,2
0,34,1.64,74.8,1,0,3,1.15,0,0,1.07,0,0.68,0,0,2,2
0,22,1.61,68.13,1,1,1.76,3.98,0,0,2.17,0,0.92,1.358,0,0,2
1,21,1.61,68.23,0,1,2,1.92,0,0,3,0,1,0,0,0,2
0,35,1.53,62.9,0,1,2,2.11,0,0,1.46,0,0,0.997,0,2,2
0,37,1.55,62.34,1,1,2.39,3,0,0,2.95,0,0,0.369,0,2,2
0,22,1.73,78.18,1,1,2.58,1,0,0,2,0,2.29,0,0,0,2
1,23,1.63,70,0,1,2,1,0,0,2.8,0,0.25,0,0,0,2
1,21,1.62,70,0,1,2,1,0,0,3,0,1,0,0,0,2
1,21,1.62,70,0,1,2,1,0,0,3,0,1,0,0,0,2
0,31,1.63,68.8,1,1,2.05,3,0,0,1.97,0,0.23,0,0,2,2
1,21,1.75,79.11,1,1,3,1,0,0,2,0,2.57,0,0,2,2
1,20,1.82,85.83,1,1,2.95,3.71,0,0,2.43,0,2.55,0.47,0,0,2
1,20,1.81,85,1,1,3,3,0,0,2.23,0,1.61,0.628,0,0,2
1,21,1.71,75,1,1,2,3,0,0,2.84,0,2.02,0.009,0,0,2
1,21,1.61,67.72,1,1,2,3.69,0,0,3,0,1.23,0.335,0,0,2
0,23,1.72,75.95,1,1,2,3,1,0,2,0,0,2,0,0,2
1,20,1.83,89.65,1,1,2.56,3.29,0,0,3,0,2,0.316,0,0,2
0,22,1.6,66.4,1,1,2.11,3,0,0,2.75,0,1.91,0,0,0,2
0,21,1.75,77.93,1,1,2.92,1.1,0,0,1.53,0,1.36,0,0,0,2
1,18,1.78,80.27,1,1,1.57,3,0,0,2,0,2.71,0,0,0,2
1,21,1.71,75,1,1,2,3,0,0,1.64,0,1,0,0,0,2
0,29,1.67,71.6,1,1,2,3,0,0,1.7,0,1.68,0,0,2,2
1,26,1.76,82.23,1,1,1.94,3.56,0,0,2.37,0,0.24,0.88,0,0,2
1,23,1.71,75,1,1,2.71,3,0,0,3,0,1.1,1.894,0,0,2
1,20,1.81,85.08,1,1,2,3,0,0,2.29,0,1.07,0.197,0,0,2
0,24,1.6,64.81,0,1,2.9,3,0,0,1.55,0,0,0.274,0,0,2
0,33,1.72,72.75,1,1,2,3,0,0,1,0,0,1.339,0,2,2
1,23,1.71,75.48,1,1,3,3.65,0,0,1.23,0,0.79,1.598,0,0,2
0,17,1.55,54.93,0,1,1.75,1.3,0,0,2,1,0.11,1.945,0,0,2
0,16,1.6,65,1,1,2.54,1,0,0,2,1,0.69,1.057,0,0,2
0,24,1.59,62.34,0,1,2.4,2.66,0,0,2.06,0,1.91,1.887,0,0,2
0,35,1.67,73.19,1,0,3,2.81,0,0,1.59,0,0.18,0,0,2,2
1,23,1.86,88.68,1,1,2,2.78,0,0,1.28,0,0.56,1,0,2,2
0,37,1.59,63.32,1,1,2.37,3,0,0,2,0,2.89,0.481,0,2,2
1,19,1.62,69.53,0,1,2.28,1,0,0,2.63,0,1,1.285,0,0,2
0,16,1.62,67.18,1,1,1.62,1,0,0,2,1,0.93,1.657,0,0,2
0,18,1.64,70,1,1,2,2,0,0,2.33,0,0.01,0,0,0,2
0,19,1.55,60.63,0,1,2.82,2.64,0,0,1.23,1,0.75,0.009,0,0,2
0,17,1.6,65,1,1,3,2.45,0,0,2,1,0.48,1.721,0,0,2
1,30,1.82,87.67,0,1,3,3,0,0,1.17,0,2,0,0,2,2
0,32,1.66,73.64,1,1,2,3,0,0,1,0,0,1.112,0,2,2
1,18,1.75,80,1,1,2,2.79,0,0,2.38,0,0.1,0.106,0,0,2
1,19,1.86,88.14,1,1,2.06,4,0,0,2.43,0,2,0.16,0,0,2
0,19,1.76,79.54,1,1,2,1.15,0,0,3,0,1.81,1.69,1,0,2
0,18,1.64,68.39,1,1,2,1.13,0,0,1.34,0,0,1.593,0,0,2
0,18,1.74,76.7,1,1,2.84,3,0,0,2.43,0,1,1.453,1,0,2
0,20,1.51,64.26,0,1,2.57,3,0,0,1.82,1,0,0,0,0,2
1,28,1.81,87.29,0,1,3,3,0,0,1.21,0,2,0,0,2,2
1,27,1.8,86.98,0,1,2.65,2.49,0,0,2,0,2,0.097,0,2,2
1,21,1.63,70,0,1,2,1,0,0,2.01,0,0.63,0,0,0,2
1,22,1.64,70,0,1,2,1,0,0,2.07,0,0.73,0,0,0,2
1,27,1.79,83.26,0,1,1.28,4,0,0,2.5,0,0,1,0,2,2
1,22,1.68,75,1,1,2,3,0,0,1.96,0,0.99,0.117,0,0,2
0,21,1.62,68.65,1,1,1.73,3.61,0,0,2.04,0,0.56,0.427,0,0,2
0,21,1.62,68.77,1,1,1.45,3.95,0,0,2.11,0,0.51,1.195,0,0,2
1,20,1.82,86.52,1,1,2,3,0,0,2.18,0,0.34,0.005,0,0,2
1,19,1.81,86.75,1,1,2,3,0,0,2.17,0,0.98,0.143,0,0,2
0,42,1.77,75.63,1,1,3,2.95,0,0,2.11,0,0.38,0,0,2,2
1,22,1.87,89.25,1,1,2,2.8,0,0,1.08,0,0.44,1,0,0,2
1,21,1.86,89.56,1,1,2,3,0,0,1.01,0,0,0.798,0,0,2
1,23,1.67,75,1,1,2,3,0,0,2,0,0.13,1.984,0,0,2
1,23,1.72,75.95,1,1,2,3,0,0,2,0,0,2,0,0,2
1,19,1.75,79.83,1,1,2,2.23,0,0,2.05,0,1.29,0.962,1,0,2
1,23,1.71,75.31,1,1,2.3,3.04,0,0,1.28,0,0.94,0.366,0,0,2
0,33,1.67,74.81,1,1,2.95,1.2,0,0,1,0,0,0.174,0,2,2
0,33,1.68,74.96,1,1,2.29,1.56,0,0,1,0,0,0.388,0,2,2
0,22,1.61,67.94,1,1,1.91,3.99,0,0,2.6,0,1.92,1.376,0,0,2
0,22,1.61,68.07,1,1,1.83,4,0,0,2.63,0,1.24,1.981,0,0,2
1,21,1.62,70,0,1,2,1,0,0,3,0,1,0,0,0,2
0,37,1.51,63.18,1,1,2.05,1.05,0,0,2,0,0.15,0.226,0,2,2
0,40,1.56,62.87,1,1,2.95,3,0,0,2.43,0,0.12,0.36,0,2,2
0,39,1.55,63.01,1,1,2.87,3,0,0,2.97,0,2.16,0.306,0,2,2
0,22,1.73,78.55,1,1,2.29,1,0,0,2,0,2.06,0,0,0,2
0,21,1.74,78.88,1,1,2.51,1,0,0,2,0,2.12,0,0,0,2
1,21,1.62,70,0,1,2,1,0,0,3,0,1,0,0,0,2
1,21,1.62,70,0,1,2,1,0,0,3,0,1,0,0,0,2
1,21,1.62,70,0,1,2,1,0,0,3,0,1,0,0,0,2
1,21,1.62,70,0,1,2,1,0,0,3,0,1,0,0,0,2
1,21,1.62,70,0,1,2,1,0,0,3,0,1,0,0,0,2
0,29,1.64,69.91,1,1,2.37,3,0,0,1.93,0,1.58,0,0,2,2
0,31,1.69,71.93,1,1,2.62,3,0,0,1.77,0,0.76,0.687,0,2,2
1,23,1.75,79.41,1,1,3,1,0,0,2,0,2.32,0,0,0,2
1,26,1.75,80,1,1,2.22,1.19,0,0,2,0,2,0,0,0,2
1,20,1.82,85,1,1,3,3,0,0,2.76,0,1.76,0.453,0,0,2
1,20,1.81,85.07,1,1,2.8,3,0,0,2.73,0,2.21,0.144,0,0,2
1,20,1.8,85,1,1,2.19,3,0,0,2.72,0,1.53,1,0,0,2
1,19,1.81,85.26,1,1,2.97,3.39,0,0,2.13,0,2.32,0.679,0,0,2
1,22,1.7,75.06,1,1,2.09,3.55,0,0,2.08,0,1.99,0.674,0,0,2
0,22,1.6,68.02,1,1,1.9,3.27,0,0,2.93,0,0.99,0.308,0,0,2
0,21,1.61,68.11,1,1,1.98,3.55,0,0,2.22,0,0.98,0.46,0,0,2
0,21,1.75,77.96,1,1,2.45,2.37,0,0,1.81,0,0.09,1.651,0,0,2
0,21,1.75,77.97,1,1,2.84,2.11,0,0,1.64,0,1.12,0.968,0,0,2
1,19,1.86,87.11,1,1,2.21,4,0,0,2.37,0,2,0.623,0,0,2
1,22,1.9,90.52,1,1,2.43,3.72,0,0,2.88,0,1.82,0.426,0,0,2
1,22,1.61,66.62,1,1,2.36,3.38,0,0,2.18,0,1.36,0.015,0,0,2
0,21,1.76,78.37,1,1,3,1,0,0,2,0,2.97,0,0,0,2
0,21,1.76,78.3,1,1,3,1,0,0,2,0,2.88,0,0,0,2
0,19,1.78,80.09,1,1,1.08,1.21,0,0,2.57,0,3,0.818,0,0,2
1,21,1.71,75,1,1,2,3,0,0,1.33,0,1,0,0,0,2
1,21,1.68,75,1,1,2,3,0,0,1.16,0,1,0,0,0,2
0,28,1.7,74.24,1,1,2,3,0,0,2,0,1.72,0,0,2,2
1,29,1.77,82.05,1,1,1.06,3.99,0,0,2.03,0,0.82,0.895,0,0,2
1,26,1.75,80.02,1,1,1.99,3.17,0,0,2.36,0,1.22,0.022,0,0,2
1,23,1.69,75,1,1,2.62,3,0,0,2.82,0,0.75,2,0,0,2
1,20,1.82,85,1,1,2.95,3,0,0,3,0,2.43,0.562,0,0,2
0,22,1.58,65.36,0,1,2.02,3,0,0,1.08,0,0.52,0.809,0,0,2
0,30,1.65,73.58,1,1,2,3,0,0,1,0,0,0.019,0,2,2
0,31,1.65,69.17,1,1,2,3,0,0,1.13,0,0.06,0,0,2,2
1,23,1.71,75.38,1,1,2.56,3.11,0,0,1.17,0,0.18,0.923,0,0,2
0,18,1.46,55.52,0,1,2,3,0,0,1.04,1,0.5,1.783,0,0,2
0,18,1.5,55.38,0,1,2,3,0,0,1.27,1,0.13,0.979,0,0,2
0,17,1.6,65,1,1,2.96,1,0,0,2,1,0.74,1.344,0,0,2
0,22,1.56,63.6,0,1,2.54,1.59,0,0,1.98,0,1.26,0,0,0,2
0,27,1.55,62.88,0,1,2.24,1.7,0,0,1,0,0.79,0.395,0,0,2
0,35,1.65,73.92,1,0,3,2.73,0,0,1.62,0,0.9,0,0,2,2
1,24,1.86,86.1,1,1,2,2.37,0,0,1.68,0,1.07,1,0,2,2
1,23,1.85,87.08,1,1,2,1.1,0,0,1.33,0,1.26,1,0,2,2
0,40,1.57,62.21,1,1,2.25,3,0,0,2.76,0,1.02,0.213,0,2,2
0,16,1.62,67.91,1,1,2.85,1,0,0,2,0,0.98,1.765,0,0,2
0,17,1.64,67.44,1,1,1.31,1.07,0,0,1.36,1,0,0.058,0,0,2
0,16,1.61,65,1,1,1.32,1,0,0,2,1,0.37,0.966,0,0,2
0,18,1.65,68.82,1,1,2,1.41,0,0,1.86,0,0,1.306,0,0,2
0,19,1.62,69.98,1,1,2.25,2.75,0,0,2.33,0,0.82,0.024,0,0,2
0,20,1.51,61.1,0,1,2.78,3,0,0,1.7,1,0.94,0.88,0,0,2
0,19,1.52,60.27,0,1,2.84,2.74,0,0,1.14,1,0.75,1.287,0,0,2
0,18,1.6,65,1,1,3,2.97,0,0,2,1,0.18,0.166,0,0,2
1,33,1.84,87.86,0,1,2.81,2.61,0,0,1.86,0,2,0.516,0,2,2
0,33,1.73,75.92,1,1,2.01,2.63,0,0,1.05,0,0.55,0.48,0,2,2
0,19,1.76,80,1,1,2,1.41,0,0,2.65,0,2.88,0.954,0,0,2
0,19,1.76,80,1,1,2,1.1,0,0,2.47,0,2.88,0.794,0,0,2
1,19,1.8,85.2,1,1,2.46,3.31,0,0,2.08,0,1.78,0.872,0,0,2
1,19,1.81,86.14,1,1,2.64,3.82,0,0,2.4,0,2.04,0.472,0,0,2
0,21,1.76,78.72,1,1,2,3,0,0,2.81,0,0.23,2,1,0,2
0,19,1.76,79.99,1,1,2,2.66,0,0,2.78,0,1.96,1.409,1,0,2
0,18,1.62,69.39,1,1,2.22,1,0,0,2.2,0,0.1,1.899,0,0,2
0,21,1.71,75,1,1,2.1,3,0,0,1.87,0,1,0,0,0,2
0,17,1.54,57.26,0,1,1.97,2.34,0,0,1.71,1,0.1,1.191,0,0,2
1,26,1.82,87.03,0,1,2.29,1.71,0,0,1.8,0,1.66,0.927,0,2,2
1,27,1.82,87.11,0,1,2.97,2.74,0,0,1.39,0,2,0.47,0,2,2
1,21,1.64,70,0,1,2,1,0,0,2.88,0,0.92,0,0,0,2
1,21,1.62,70,0,1,2,1,0,0,2.8,0,0.81,0,0,0,2
1,27,1.8,85.77,1,1,2.87,3.05,0,0,2.11,0,0.84,0.154,0,2,2
1,22,1.7,75.4,1,1,2.11,3.25,0,0,1.97,0,0.99,0,0,0,2
1,21,1.69,75.05,1,1,2.18,3.56,0,0,1.85,0,1,0,0,0,2
0,21,1.62,68.98,1,1,1.14,3,0,0,2.2,0,0.83,0.573,0,0,2
1,19,1.86,88.63,1,1,2.05,3.83,0,0,1.64,0,1.55,0.248,0,0,2
0,39,1.74,86.93,0,1,2.84,3.06,0,0,1.13,0,2.83,0.045,0,2,2
0,40,1.74,80.91,0,1,2.42,3.2,0,0,1.35,0,0.15,1.083,0,2,2
1,20,1.81,85.32,1,1,2,3,0,0,1.97,0,1.07,0.777,0,0,2
1,20,1.85,85.23,1,1,2.15,3,0,0,2.1,0,1.17,0.834,0,0,2
1,21,1.71,75,1,1,2,3,0,0,1.36,0,0.92,0.139,0,0,2
0,19,1.75,80,1,1,2,1.39,0,0,2.65,0,2.69,0.976,0,0,2
1,24,1.72,75.37,1,1,2,3,0,0,2,0,0.12,1.967,0,0,2
1,23,1.68,75,1,1,2,3,0,0,2,0,0.33,1.906,0,0,2
0,34,1.68,74.89,1,1,3,1.14,0,0,1,0,0.26,0,0,2,2
0,22,1.6,68.06,1,1,1.77,3.32,0,0,2.62,0,0.94,0.257,0,0,2
0,21,1.62,68.91,1,1,1.19,3.27,0,0,2.04,0,0.78,1.043,0,0,2
1,21,1.61,68.87,0,1,1.91,2.94,0,0,2.94,0,1,0.208,0,0,2
1,21,1.61,69.46,0,1,2,1.26,0,0,3,0,1,0,0,0,2
0,39,1.55,62.34,1,1,2.96,2.97,0,0,2.87,0,0,0.549,0,2,2
0,39,1.57,62.86,1,1,2,3,0,0,2.53,0,0.27,0.806,0,2,2
0,37,1.53,62.42,1,1,2.29,2.85,0,0,2.64,0,0,0.991,0,2,2
0,22,1.73,79,1,1,2.28,1,0,0,2,0,1.06,0,0,0,2
0,22,1.73,78.43,1,1,2.14,1,0,0,2,0,2.27,0,0,0,2
1,22,1.63,70,0,1,2,1,0,0,2.98,0,0.78,0,0,0,2
1,21,1.62,70,0,1,2,1,0,0,3,0,1,0,0,0,2
1,21,1.62,70,0,1,2,1,0,0,3,0,1,0,0,0,2
1,21,1.62,70,0,1,2,1,0,0,3,0,1,0,0,0,2
0,30,1.64,69.24,1,1,2.03,3,0,0,1.83,0,0.48,0,0,2,2
0,31,1.68,71.81,1,1,2.05,3,0,0,1.31,0,0.17,0.277,0,2,2
0,21,1.76,79.47,1,1,2.86,1,0,0,2.66,0,2.76,0.783,0,0,2
1,20,1.82,85.08,1,1,3,3.1,0,0,2.57,0,2.72,0.33,0,0,2
1,20,1.82,85.3,1,1,2.99,3.48,0,0,2.36,0,2.06,0.599,0,0,2
1,22,1.7,75,1,1,2,3,0,0,2.76,0,1.5,0.128,0,0,2
0,21,1.61,67.77,1,1,2,3.16,0,0,3,0,1.18,0.087,0,0,2
0,22,1.61,68,1,1,1.89,3.73,0,0,2.68,0,1.12,0.493,0,0,2
1,23,1.71,75.14,1,1,2.79,3,0,0,2.53,0,0.93,2,0,0,2
1,23,1.72,75.69,1,1,2,3,0,0,2,0,0.09,1.466,0,0,2
1,20,1.83,89.43,1,1,2.34,3.61,0,0,2.88,0,2,0.208,0,0,2
0,22,1.61,67.14,1,1,1.87,3.37,0,0,2.56,0,1.21,0.271,0,0,2
0,22,1.6,66.13,1,1,2.21,3,0,0,2.05,0,2.17,0,0,0,2
0,21,1.75,77.98,1,1,2.27,2.39,0,0,1.65,0,0.87,1.103,0,0,2
0,21,1.74,78.66,1,1,2.78,1.1,0,0,1.58,0,1.15,0,0,0,2
1,19,1.78,80.11,1,1,1.69,2.76,0,0,2.08,0,2.93,0.682,0,0,2
1,21,1.71,75,1,1,2,3,0,0,1.08,0,1,0,0,0,2
1,21,1.69,75,1,1,2,3,0,0,1.83,0,1,0,0,0,2
0,29,1.66,71.17,1,1,2,3,0,0,1.28,0,1.61,0,0,2,2
1,24,1.78,82.33,1,1,1.99,3.05,0,0,2.08,0,1.11,0.94,0,0,2
1,26,1.77,82.69,1,1,1.95,3.12,0,0,2.14,0,0.78,0.889,0,0,2
1,23,1.7,75,1,1,2.16,3,0,0,2.15,0,1.08,1.503,0,0,2
1,20,1.81,85.3,1,1,2.92,3.34,0,0,2.37,0,1.31,0.311,0,0,2
0,22,1.6,65.42,0,1,2.99,3,0,0,1.71,0,0.78,0.151,0,0,2
0,32,1.67,72.91,1,1,2,3,0,0,1,0,0,1.301,0,2,2
1,23,1.7,75.09,1,1,3,3.21,0,0,2.64,0,1,1.898,0,0,2
1,23,1.71,75.83,1,1,2.51,3.65,0,0,1.28,0,0.13,1.828,0,0,2
0,17,1.49,53.62,0,1,1.84,1.87,0,0,2,1,0.32,1.97,0,0,2
0,18,1.52,55.82,0,1,1.77,2.12,0,0,1.08,1,0.09,1.915,0,0,2
0,16,1.62,65.06,1,1,2.39,1,0,0,1.44,1,0.11,1.166,0,0,2
0,23,1.59,65.13,0,1,2.29,2.96,0,0,2.66,0,1.91,1.618,0,0,2
0,35,1.68,73.5,1,1,3,2.4,0,0,1.51,0,0.17,0,0,2,2
1,23,1.87,89.75,1,1,2,2.87,0,0,1.15,0,0.42,1,0,2,2
0,39,1.58,62.63,1,1,2.49,3,0,0,2.4,0,0.58,0.435,0,2,2
1,20,1.62,69.58,0,1,2.19,1,0,0,2.81,0,1,1.11,0,0,2
0,16,1.61,66.74,1,1,2.21,1,0,0,2,1,0.95,1.772,0,0,2
0,18,1.62,67.19,1,1,1.95,1,0,0,1.33,1,0.73,1.89,0,0,2
1,19,1.64,70,1,1,2,1.03,0,0,2.12,0,0.53,0,0,0,2
0,20,1.57,61.62,0,1,2.91,2.7,0,0,1.62,1,0.54,0.001,0,0,2
0,20,1.54,63.86,0,1,2.63,2.76,0,0,1.51,1,0.3,0.003,0,0,2
0,17,1.6,65,1,1,3,2.4,0,0,2,1,0.66,1.754,0,0,2
0,17,1.6,65,1,1,2.75,2.3,0,0,2,1,0.55,1.619,0,0,2
1,29,1.77,87.07,0,1,1.6,3.62,0,0,1.27,0,1.5,0.37,0,2,2
0,32,1.65,74.15,1,1,2.89,2.56,0,0,1.02,0,0.59,0.916,0,2,2
0,32,1.65,73.81,1,1,2.37,2.85,0,0,1.03,0,0.68,0.303,0,2,2
1,18,1.75,80,1,1,2,2.81,0,0,2.12,0,0.05,0.017,1,0,2
1,20,1.84,89.5,1,1,2.15,3.72,0,0,2.7,0,2,0.226,0,0,2
1,20,1.82,87.66,1,1,2.79,3.79,0,0,2.43,0,2.09,0.393,0,0,2
0,19,1.76,79.35,1,1,2,1.89,0,0,3,0,1.38,1.801,0,0,2
0,18,1.62,68.25,1,1,2,1.01,0,0,1.32,0,0,1.626,0,0,2
0,18,1.73,75.82,1,1,2.99,3,0,0,2,0,1,1.405,1,0,2
0,18,1.73,75.97,1,1,2.93,3,0,0,2.21,0,1,0.797,1,0,2
0,20,1.54,64.73,0,1,2.71,2.67,0,0,1.98,1,0.45,0.909,0,0,2
1,21,1.77,89.28,1,1,2.01,1.32,0,0,2,0,0.54,0.974,0,0,3
1,22,1.75,89.07,1,1,2,2.04,0,0,2.39,0,0.81,0,0,0,3
1,21,1.67,80,1,1,2,3,0,0,2,0,1.67,1.443,0,0,3
1,21,1.72,80.56,1,1,2,2.47,0,0,2,0,2,1,0,0,3
1,33,1.91,101.48,1,1,2,2.11,0,0,2.18,0,1,0,0,1,3
1,31,1.74,82.52,1,1,2.3,3.07,0,0,1.74,0,0.09,0,0,2,3
1,30,1.7,82.21,1,1,2.12,3.29,0,0,1.72,0,0,0.987,0,2,3
1,21,1.72,80,1,1,2,3,0,0,2,0,2.94,1.409,0,0,3
1,23,1.65,80,1,1,2,3,0,0,2,0,0.45,2,0,0,3
0,29,1.58,65.52,1,0,2,2.28,0,0,1.97,0,1.86,1.582,0,0,3
1,39,1.78,85.69,1,1,2.9,1.12,0,0,2.76,0,0.86,0.999,0,2,3
1,35,1.82,91.63,1,1,2,2.99,0,0,1.29,0,0.88,0.854,0,2,3
0,20,1.53,65.22,1,0,2.45,3,0,0,2,0,2.18,1.324,0,0,3
0,22,1.48,61.37,1,0,2,2.98,0,0,1.45,0,0.33,0.509,0,0,3
1,19,1.77,87.8,1,1,2.75,3,0,0,2.96,0,2.24,0.787,0,0,3
0,21,1.57,69.74,1,0,2.42,3,0,0,1.94,0,1.42,1,0,0,3
0,21,1.57,67.9,1,0,2.51,3,0,0,1.13,0,0.1,1,0,0,3
1,22,1.79,89.99,1,1,1.77,1.89,0,0,2,0,0,1.366,0,0,3
1,23,1.8,89.87,1,1,1.57,1.89,0,0,2,0,0,0.552,0,0,3
0,23,1.7,80,1,1,2,3,0,0,2,0,0.97,1.54,0,0,3
0,23,1.67,80.46,1,1,2,2.26,0,0,1.14,0,0.81,1.611,0,0,3
1,25,1.7,84.69,1,1,2,3,0,0,2.02,0,0,1,0,0,3
1,24,1.71,83.95,1,1,2,2.66,0,0,1.81,0,0.81,1,0,0,3
0,25,1.7,78.06,1,1,2.66,3,0,0,3,0,0.55,0.659,0,0,3
1,31,1.84,91.06,1,1,2,3,0,0,1.18,0,0.16,0.453,0,0,3
1,24,1.7,80.76,1,1,2,3,0,0,2.88,0,0,0.322,0,0,3
0,29,1.7,78,1,1,3,3,0,0,1.7,0,1.73,1,1,2,3
1,18,1.7,83.2,1,0,2.1,2.55,0,0,1.54,0,1,0.762,0,0,3
0,19,1.66,77.27,1,1,2.06,2.81,0,0,3,0,0.36,0.785,0,0,3
1,26,1.84,96.19,1,1,1.32,2.28,0,0,2,0,1.81,1.94,0,0,3
1,23,1.82,93.09,1,1,1.88,1.24,0,0,2,0,0,1.541,0,0,3
1,23,1.72,85.31,1,1,2.95,3,0,0,2.97,0,0,0.947,0,0,3
1,23,1.79,90,1,1,2.07,3,0,0,1.08,0,0,1.922,0,0,3
0,25,1.7,80.75,1,1,2.55,3,0,0,2.27,0,0.5,1,1,0,3
1,34,1.68,83.57,1,1,2,1.66,0,0,2.48,0,0.89,0,0,2,3
0,27,1.66,78.57,1,1,2,2.6,0,0,2,0,0,0.434,1,0,3
1,55,1.77,80.49,0,1,2,3,0,0,2,0,1,0,0,2,3
1,35,1.77,85,1,1,2.69,3,0,0,2.65,0,1.97,0.891,0,2,3
1,22,1.65,80,1,1,2,3,0,0,2,0,0.83,2,0,0,3
1,18,1.65,80,1,1,2.82,2.04,0,0,1.95,0,1,0.855,0,0,3
0,42,1.65,79.17,1,1,2,3,0,0,1,0,0,1.482,0,2,3
1,22,1.69,80.54,1,1,2,2.04,0,0,2,0,2.71,1.507,0,0,3
0,29,1.53,65.03,1,0,2,1,0,0,1,0,0.26,0,0,0,3
0,25,1.57,64.85,1,0,2,1,0,0,1,0,0.74,0,0,0,3
0,22,1.5,63.65,1,0,2,1.47,0,0,2,0,0.27,0.614,0,0,3
0,23,1.51,64.81,1,0,2.25,3.99,0,0,2,0,0.93,0.891,0,0,3
1,23,1.7,81.32,1,1,2,2.72,0,0,1.52,0,0.28,1.043,0,0,3
1,23,1.72,81.65,1,1,2,1.98,0,0,1.63,0,0.88,1.128,0,0,3
0,38,1.7,78.97,1,1,3,3,0,0,2.98,0,0,0,0,2,3
0,37,1.65,80,1,1,2.03,3,0,0,1.52,0,0,1.518,0,2,3
0,34,1.68,77.43,1,1,3,2.68,0,0,2,0,1.75,0.682,0,2,3
0,34,1.65,77.13,1,1,2.6,1.62,0,0,1.64,0,0.66,0.999,0,2,3
1,31,1.85,99,1,1,2.76,2.59,0,0,2.55,0,1.43,0.519,0,2,3
1,34,1.84,96.02,1,1,2,1.55,0,0,3,0,1,0,0,2,3
0,19,1.56,71.73,1,0,3,3.34,0,0,2,0,1,1,0,0,3
0,19,1.62,72.11,1,0,3,3.88,0,0,2,0,1,1,0,0,3
1,20,1.7,78,1,0,1.93,2.36,0,0,2.77,0,0,0.134,0,0,3
1,51,1.75,82.13,1,1,2,3,0,0,1.77,0,0.94,0,0,2,3
1,18,1.72,85,1,1,2,3,0,0,2.8,0,1,0.418,0,0,3
1,18,1.76,85.05,1,1,2.85,3,0,0,2.88,0,1,0.429,0,0,3
1,19,1.7,81.38,1,1,2.65,1,0,0,1.71,0,1.88,0.939,0,0,3
